Country,o,c,e,a,n,Count,o_std,c_std,e_std,a_std,n_std
Somalia,0.7028832630098454,0.5341068917018283,0.4765295358649789,0.6648206751054853,0.47015646976090014,481,0.15193662007509812,0.1899422672678511,0.17677255577728973,0.1624349314560111,0.17375670925572248
South Africa,0.7613581272941339,0.5795609979915507,0.4923839081653854,0.6634570434240599,0.5370340310963363,19631,0.15691686362113758,0.19801973499056358,0.22467372524484536,0.17093491148920167,0.21453785841551265
South Korea,0.7160671772366118,0.5127660413619023,0.48273061698649,0.5719494879958695,0.551184278461406,11907,0.17236807386480604,0.19341751658751852,0.21472637827576463,0.1669546471181608,0.20279662340228508
Spain,0.761837058223582,0.5335766706576205,0.5108947496785065,0.6270148773890293,0.5480882222517849,23158,0.15276744913130955,0.19312717205764054,0.22588883535304108,0.16530090273371562,0.20763067299059135
Sri Lanka,0.7456722580167371,0.5796489668962452,0.5189124638969118,0.6438846922906021,0.5379730430274754,4587,0.14642893287294725,0.18279097695058616,0.19236856591070878,0.15527927531758004,0.18229888066152303
St Vincent and Grenadines,0.7408854166666666,0.5748697916666666,0.4091796875,0.6793619791666666,0.5543619791666666,65,0.14944391890802733,0.18573607194192104,0.20501212444183575,0.15035127462096123,0.17683970899119714
Sudan,0.7570695102685624,0.4953791469194313,0.42928515007898893,0.6324447077409162,0.6009478672985782,1067,0.14222592446841137,0.1889549488743275,0.2096593296125561,0.1647385613253825,0.18009964611723467
Suriname,0.7298265460030166,0.5548642533936652,0.4490950226244344,0.6253770739064857,0.5351621417797888,226,0.14618989338688987,0.20525813797818313,0.221410333722601,0.18854887397183132,0.22169934990231505
Sweden,0.7303947346713191,0.5485050772517673,0.5339141651612265,0.6246102353436116,0.5247397444463692,41416,0.16747735599090133,0.19805154316896323,0.23184219304361076,0.17113850519124837,0.21931625793788104
Switzerland,0.7583018867924528,0.5568575920934412,0.5207816711590296,0.6208782569631626,0.5213477088948787,9501,0.1513828235919204,0.19880604468128352,0.22481579928656537,0.16789792644407364,0.21471706139475102
Syria,0.7740695792880259,0.5262367082755433,0.4452727693018955,0.5942267683772539,0.5810795191863153,734,0.1494278446661351,0.19285764252489626,0.20470014568828457,0.18222696007574293,0.18688744094105658
Taiwan,0.7224429427199366,0.5386931283726918,0.5062069904450716,0.6278776177038468,0.5417471161938711,6845,0.1609001154622981,0.18498431963254042,0.20349088783274172,0.14889531705384157,0.20168861954946637
Tajikistan,0.7274509803921569,0.5713235294117647,0.5080882352941176,0.5943627450980392,0.5703431372549019,87,0.14427353783443964,0.21601360271098213,0.15712697404028086,0.17081845885005845,0.19169622331274166
Tanzania,0.743491990141713,0.5868376463339495,0.48278650646950094,0.6818391866913124,0.5571857670979667,546,0.1392016357984862,0.19841290364076067,0.19642605354433798,0.16645689272738648,0.18775873463797058
Thailand,0.7230731559038098,0.5449160699810862,0.4681955327388994,0.6240613460326038,0.5487959335314779,15045,0.1550866298199581,0.1857341788698747,0.20220881486459294,0.15473850823976407,0.1871603115195279
Trinidad and Tobago,0.7362326591468948,0.5530516660184105,0.4649293400751977,0.6743322961234279,0.5680506936341242,2649,0.16069800832686057,0.19476451526533317,0.21012213595375925,0.17320679638416786,0.21158554815160074
Tunisia,0.780205221226348,0.5151870820884905,0.47103962156779056,0.6179221795418979,0.5791542182387253,2392,0.1353183404492482,0.1868142359567492,0.2088182205385174,0.16975131853130737,0.18404724467182818
Turkey,0.7824559460523725,0.4988322012207127,0.49731369364048045,0.5494979326639102,0.5798926954124828,17331,0.15093666251307808,0.21447578723146152,0.22763436113620075,0.18200249983567526,0.20086109976445438
U.S. Virgin Islands,0.73046875,0.5480324074074074,0.5069444444444444,0.6744791666666666,0.5483217592592592,147,0.16274559227360716,0.18812666866917127,0.23084914279422125,0.15269359789713624,0.20679285910879694
Uganda,0.7390015015015015,0.6180367867867869,0.48085585585585583,0.6727477477477477,0.5108671171171171,1126,0.14735725602583788,0.19169855793302537,0.20708476049554986,0.1547021279892452,0.18856772465000127
Ukraine,0.7584703219658294,0.5052753386427065,0.4757887482131917,0.5487798652236063,0.5648228507249337,5083,0.1549634728803267,0.19851909140317642,0.21389491943000083,0.16915783661852815,0.20363566043282896
United Arab Emirates,0.724091792372044,0.5743830006806755,0.5230331774367082,0.6682228882594471,0.5488439496739346,15599,0.15009127527279492,0.18080996373966132,0.19845959780510072,0.1565072808382365,0.18972643439475373
United Kingdom,0.7437306651696659,0.5367926155969635,0.5138266569155603,0.6336324330727315,0.5734177413484681,198455,0.16403468177939454,0.1974279244751031,0.22765808219736222,0.17088751459080712,0.21479166106036673
United States,0.7325030659466567,0.5603574997339946,0.5174514570378649,0.6636854920307417,0.5580619775031002,1560527,0.16673302720554817,0.19066398959139413,0.22533253083488597,0.16450972359293106,0.21187842314233274
Uruguay,0.7654358705772812,0.5114496042830541,0.4637162476722532,0.5900401536312849,0.5768883845437616,1462,0.1559382634322129,0.19636486741576878,0.2251903669346859,0.17893614696483232,0.20170713502460905
Uzbekistan,0.7200865164871042,0.5886793992817498,0.5453803460659484,0.610369735553379,0.5175073457394711,1028,0.14523548087183547,0.17328904097562883,0.1815968402384414,0.14395009047689722,0.16680317310260714
Venezuela,0.78967970683419,0.5348491338282886,0.4418784504092899,0.6101275461640967,0.566533409480297,1807,0.14572536184146223,0.19664944598789116,0.22433690818941213,0.17420571786074773,0.20445034250359048
Vietnam,0.702482370400125,0.5068021802682378,0.4503418989385047,0.6247503403182254,0.5949692411833404,45418,0.1409860397438235,0.1631513051316806,0.18214123069275864,0.1292720630594104,0.17833038015768612
Yemen,0.7465277777777778,0.5498842592592593,0.46921296296296294,0.6465277777777778,0.5707175925925926,182,0.1351141693707303,0.18517068065351996,0.19846819355596806,0.15237712687860677,0.18121310309368815
Zambia,0.7660002401536983,0.5779899135446686,0.44020172910662825,0.6657660902977907,0.5329911143131604,705,0.1345499417634423,0.19668676202945748,0.2061093543451757,0.16830585060749773,0.19829509708460494
Zimbabwe,0.7549487818383167,0.5748546511627907,0.4564299557032115,0.6501245847176079,0.5063676633444075,623,0.1683588688873567,0.20002370528205524,0.21475807379116885,0.1697928064889333,0.21601171995219404
